timestamp,temperature,vibration,pressure,failure
2026-01-01 00:00:00,72.48357076505616,1.372872095393189,93.21505269512778,0
2026-01-01 01:00:00,69.30867849414408,1.3639757674848438,96.94500536946347,0
2026-01-01 02:00:00,73.23844269050346,0.9613070482109956,94.02618938954858,0
2026-01-01 03:00:00,77.61514928204012,1.4009729424895687,101.1041804694612,0
2026-01-01 04:00:00,68.82923312638331,1.7198487245465235,111.97178531461913,0
2026-01-01 05:00:00,68.8293152152541,1.1177303642769614,92.28957842858796,0
2026-01-01 06:00:00,77.89606407753696,1.8145447953151776,110.00820497768414,0
2026-01-01 07:00:00,73.83717364576455,1.6463324463253015,92.18327927653112,0
2026-01-01 08:00:00,67.65262807032524,1.2797300034086887,91.52372787503116,0
2026-01-01 09:00:00,72.71280021792982,1.4575411087986458,108.18594618343214,0
2026-01-01 10:00:00,67.68291153593769,1.9794965422923099,109.21936378007616,0
2026-01-01 11:00:00,67.67135123214871,1.7200643440517598,108.51409936762654,0
2026-01-01 12:00:00,71.20981135783018,1.5026350964694444,86.84202591781859,0
2026-01-01 13:00:00,60.43359877671101,1.4286950049117046,95.34049021927949,0
2026-01-01 14:00:00,61.375410837434835,1.5229827211354978,108.22988592003321,0
2026-01-01 15:00:00,67.18856235379513,1.346470932617309,100.41541840563895,0
2026-01-01 16:00:00,64.93584439832789,0.8685751482842956,89.26307153802536,0
2026-01-01 17:00:00,71.57123666297637,2.1126533731604193,104.58317939125442,0
2026-01-01 18:00:00,65.45987962239394,1.5465974997598204,92.8519274100853,0
2026-01-01 19:00:00,62.93848149332354,1.6194441795367611,117.94524848392211,0
2026-01-01 20:00:00,77.32824384460777,1.4826276750369274,115.44841462418259,0
2026-01-01 21:00:00,68.87111849756732,1.2794649597826235,106.04097426355567,0
2026-01-01 22:00:00,70.33764102343962,1.4442226557153688,113.61006704769774,0
2026-01-01 23:00:00,62.87625906893272,1.0201815713417066,100.64791350123382,0
2026-01-02 00:00:00,67.27808637737408,2.1831259494159916,107.65437494375016,0
2026-01-02 01:00:00,70.55461294854933,1.1296464004732811,114.77720295302075,0
2026-01-02 02:00:00,64.24503211288848,1.1904101148458461,102.45498681794312,0
